set_id,question_id,domain,objective,difficulty,type,question,option_a,option_b,option_c,option_d,option_e,option_f,correct,explanation,image_url,tags
Set16,Set16-Q011,Cloud concepts,Governance,easy,single,Which helps apply guardrails early in landing a new workload?,Landing zones,Random per-resource setup,No policy,Ad-hoc tags only,,,A,Landing zones codify policies/RBAC/structure at the start.,,governance;landing-zones
Set16,Set16-Q012,Azure architecture & services,Compute options,medium,single,Choose the best for bursty background jobs processing queues:,Functions + Queue trigger,AKS,VM Scale Sets only,Bastion,,,A,Functions scale on-demand based on queue length.,,compute;functions
Set16,Set16-Q013,Azure architecture & services,Compute options,easy,single,Containerize and orchestrate microservices with service mesh features:,AKS,ACI,App Service,Functions,,,A,AKS supports advanced K8s features and service meshes.,,containers;aks
Set16,Set16-Q014,Azure architecture & services,Containers,easy,single,Best choice to store private container images:,Azure Container Registry,Docker Hub only,File share,VM disk,,,A,ACR is a private registry in Azure.,,containers;acr
Set16,Set16-Q015,Azure architecture & services,Web hosting,medium,single,Sticky staging-to-production swaps are enabled by:,App Service deployment slots,Traffic Manager,NSG flows,DDoS Standard,,,A,Slots allow blue-green with sticky settings.,,app-service;slots
Set16,Set16-Q016,Azure architecture & services,Storage,easy,single,Choose storage for big data analytics requiring POSIX-like ACLs:,ADLS Gen2,Queue Storage,Azure Files NFS only,Premium Disks,,,A,ADLS Gen2 provides HNS + ACLs for analytics.,,storage;adls
Set16,Set16-Q017,Azure architecture & services,Storage,easy,single,Which blob type suits random read/write of VHDs?,Page blobs,Block blobs,Append blobs,File shares,,,A,Page blobs back Azure managed disks / VHDs.,,storage;page-blobs
Set16,Set16-Q018,Azure architecture & services,Storage security,medium,single,Block public access to blob containers across the account using:,‘Allow public access’ = Disabled,NSG on subnet,Front Door,Bastion,,,A,"At the account level, disable public blob access.",,storage;public-access
Set16,Set16-Q019,Azure architecture & services,Databases,easy,single,Which PaaS option provides serverless compute that pauses when idle?,Azure SQL Database serverless,Azure SQL Managed Instance,Cosmos DB fixed RU,PostgreSQL Flex only,,,A,SQL serverless autosuspends and resumes; billed per second.,,database;sql-serverless
Set16,Set16-Q020,Azure architecture & services,Databases,hard,single,Cosmos DB offers which partitioning concept for scale?,Logical partitions by partition key,Auto-sharding in SQL MI,Filegroups,Availability sets,,,A,Cosmos uses partition key to distribute data and scale.,,database;cosmos;partitioning
Set16,Set16-Q021,Azure architecture & services,Networking,medium,single,Publish PaaS privately inside a VNet:,Private Endpoint,Public IP,User-defined route,Service Endpoint only,,,A,Private Endpoints map services to private IPs.,,network;private-endpoint
Set16,Set16-Q022,Azure architecture & services,Networking,easy,single,Simplest way to connect two VNets in different regions privately:,VNet peering (global),NAT Gateway,Traffic Manager,Front Door,,,A,Global VNet peering connects VNets across regions.,,network;peering
Set16,Set16-Q023,Azure architecture & services,Networking,easy,single,Provide outbound internet SNAT for subnets at scale:,NAT Gateway,NSG,UDR only,Bastion,,,A,NAT Gateway provides scalable outbound connectivity.,,network;nat-gateway
Set16,Set16-Q024,Azure architecture & services,Networking,medium,single,Route users to the closest healthy endpoint via DNS methods:,Traffic Manager,Application Gateway,Front Door,Standard Load Balancer,,,A,Traffic Manager provides DNS-based global routing.,,global;traffic-manager
Set16,Set16-Q025,Azure architecture & services,Edge/web,easy,single,Terminate TLS and cache static content at edge globally:,Front Door,Application Gateway,Traffic Manager,NAT Gateway,,,A,Front Door accelerates and secures HTTP(S) at edge POPs.,,global;front-door
Set16,Set16-Q026,Azure architecture & services,Monitoring,easy,single,"Create custom, shareable dashboards over metrics + logs:",Azure Monitor Workbooks,Bastion,NSG,DDoS,,,A,Workbooks visualize queries and metrics.,,monitoring;workbooks
Set16,Set16-Q027,Azure management & governance,Identity & access,medium,single,Map users to permissions with built-in roles to follow least privilege:,Azure RBAC,Azure Policy,Tags,Activity Log,,,A,RBAC assigns roles to identities on scopes.,,rbac
Set16,Set16-Q028,Azure management & governance,Identity & access,easy,single,Evaluate sign-in risk and enforce MFA automatically:,Conditional Access,NSG rule,Front Door,Advisor,,,A,Conditional Access uses signals to require MFA or block.,,identity;conditional-access
Set16,Set16-Q029,Azure management & governance,Governance & compliance,easy,single,Bundle several policies for a single assignment:,Policy Initiative,Management Group only,Tag policy,Resource lock,,,A,Initiatives group multiple policy definitions.,,policy;initiative
Set16,Set16-Q030,Azure management & governance,Governance & compliance,hard,single,Apply policy/role settings to many subscriptions via hierarchy:,Management Groups,Resource Groups,Private DNS,NAT Gateway,,,A,MGs enable policy/RBAC inheritance.,,governance;mg
Set16,Set16-Q031,Azure management & governance,Cost management,easy,single,Identify idle/overprovisioned resources to save cost:,Azure Advisor,Service Health,Activity Log,Front Door,,,A,Advisor recommends rightsizing and shutdown of idle resources.,,cost;advisor
Set16,Set16-Q032,Azure management & governance,Cost management,easy,single,Track daily spend and forecast vs budget in portal:,Cost Management (Cost analysis + Budgets),Pricing Calculator,App Service,Bastion,,,A,Cost Analysis + Budgets track/alert on spend.,,cost;analysis
Set16,Set16-Q033,Azure management & governance,Security,medium,single,Centralize secrets with RBAC and automatic rotation:,Key Vault,Blob public containers,NSG rule,Tag value only,,,A,Key Vault secures secrets/keys/certs.,,security;key-vault
Set16,Set16-Q034,Azure management & governance,Security,easy,single,Increase security posture across services with recommendations and hardening:,Microsoft Defender for Cloud,DDoS Basic,Traffic Manager,App Service slots,,,A,Defender for Cloud improves secure score and gives hardening steps.,,security;defender
Set16,Set16-Q035,Azure management & governance,Resource protection,easy,single,Protect all production resources from accidental changes:,ReadOnly locks at RGs,Public IPs on VMs,Open management ports,Disable backups,,,A,ReadOnly or Delete locks prevent change/deletion.,,locks
Set16,Set16-Q036,Azure management & governance,Resource organization,medium,single,Create consistent subscriptions with guardrails as code:,Landing zones + IaC,Manual setup each time,One huge RG,Only tags,,,A,Landing zones encode policy/RBAC/structure.,,governance;landing-zones
Set16,Set16-Q037,Azure management & governance,Monitoring & audit,easy,single,Investigate who deleted a resource yesterday:,Activity Log,Metric alert history,Front Door logs,Advisor,,,A,Activity Log records control-plane operations like delete.,,monitoring;activity-log
Set16,Set16-Q038,Azure management & governance,Compliance,easy,single,Classify and map sensitive data assets enterprise-wide:,Microsoft Purview,Azure Monitor,Azure Files,Event Hubs,,,A,Purview catalogs and governs data estate.,,compliance;purview
Set16,Set16-Q039,Azure management & governance,Identity & access,medium,single,Grant a vendor read-only access to one subscription:,Assign Reader at subscription scope,Make them Owner tenant-wide,Tag the subscription,Create NAT gateway,,,A,Use least privilege RBAC at the right scope.,,rbac;scope
Set16,Set16-Q040,Azure management & governance,Governance,hard,single,Require specific tags on all resources and deny if missing:,Azure Policy (deny effect),Only budgets,Only Advisor,NSG rule,,,A,Policies can enforce tags at deployment time.,,policy;deny
Set17,Set17-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which capability reduces time-to-market by using managed services?,Agility,Elasticity,Geo-replication,Overprovisioning,,,A,Agility helps teams iterate quickly using cloud platforms.,,benefits;agility
Set17,Set17-Q002,Cloud concepts,Shared responsibility,easy,multi,"In SaaS email service, which TWO are yours? (choose two)",Identity configuration,Data governance,Patching the OS,Datacenter power,,,A;B,SaaS provider runs the app/OS; you manage identities and data.,,security;responsibility;saas
Set17,Set17-Q003,Cloud concepts,Cloud types,medium,single,Keep sensitive data on-prem while using Azure PaaS for front-end:,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid allows split between on-prem and Azure.,,cloud;hybrid
Set17,Set17-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool compares on-prem vs Azure cost over years including energy/space?,TCO Calculator,Pricing Calculator,Budget alerts,Service Health,,,A,TCO Calculator estimates total cost of ownership changes.,,pricing;tco
Set17,Set17-Q005,Cloud concepts,Reliability & resiliency,easy,single,Design for regional failure with minimal downtime by using:,Multi-region deployments,Only tags,Only NSGs,Only budgets,,,A,Deploy to multiple regions and use traffic manager/front door for failover.,,resiliency;multi-region
Set17,Set17-Q006,Cloud concepts,Scalability,medium,single,Autoscale rules typically respond to which signals?,Metrics like CPU/queue length,Random schedule only,Manual approvals only,Support tickets,,,A,Autoscale in many services uses metrics to scale.,,scaling;autoscale
Set17,Set17-Q007,Cloud concepts,SLA,easy,single,What happens to an end-to-end SLA when you add more dependent services?,It generally decreases,It increases,It becomes 100%,No change,,,A,Composite SLAs multiply; more components reduce overall SLA.,,sla;composite
Set17,Set17-Q008,Cloud concepts,Security baseline,easy,single,Which is a best practice for internet entry to apps?,Use Front Door/App Gateway with WAF,Open ports directly to VMs,Disable TLS,Use shared admin accounts,,,A,Managed L7 entry + WAF improves security and resilience.,,security;waf
Set17,Set17-Q009,Cloud concepts,Economics,medium,single,Which storage approach reduces cost for long-term data with rare access?,Archive tier with rehydration,Premium SSD always,Hot tier only,RAM disk,,,A,Archive tier is cheapest but requires rehydration time.,,cost;storage
Set17,Set17-Q010,Cloud concepts,Identity,hard,single,What’s the benefit of SSO with Microsoft Entra ID?,One identity to access many apps,Removes need for RBAC,Replaces firewalls,Eliminates MFA,,,A,SSO simplifies access; combine with RBAC and MFA for security.,,identity;sso
Set17,Set17-Q011,Cloud concepts,Governance,easy,single,Which helps apply guardrails early in landing a new workload?,Landing zones,Random per-resource setup,No policy,Ad-hoc tags only,,,A,Landing zones codify policies/RBAC/structure at the start.,,governance;landing-zones
Set17,Set17-Q012,Azure architecture & services,Compute options,medium,single,Choose the best for bursty background jobs processing queues:,Functions + Queue trigger,AKS,VM Scale Sets only,Bastion,,,A,Functions scale on-demand based on queue length.,,compute;functions
Set17,Set17-Q013,Azure architecture & services,Compute options,easy,single,Containerize and orchestrate microservices with service mesh features:,AKS,ACI,App Service,Functions,,,A,AKS supports advanced K8s features and service meshes.,,containers;aks
Set17,Set17-Q014,Azure architecture & services,Containers,easy,single,Best choice to store private container images:,Azure Container Registry,Docker Hub only,File share,VM disk,,,A,ACR is a private registry in Azure.,,containers;acr
Set17,Set17-Q015,Azure architecture & services,Web hosting,medium,single,Sticky staging-to-production swaps are enabled by:,App Service deployment slots,Traffic Manager,NSG flows,DDoS Standard,,,A,Slots allow blue-green with sticky settings.,,app-service;slots
Set17,Set17-Q016,Azure architecture & services,Storage,easy,single,Choose storage for big data analytics requiring POSIX-like ACLs:,ADLS Gen2,Queue Storage,Azure Files NFS only,Premium Disks,,,A,ADLS Gen2 provides HNS + ACLs for analytics.,,storage;adls
Set17,Set17-Q017,Azure architecture & services,Storage,easy,single,Which blob type suits random read/write of VHDs?,Page blobs,Block blobs,Append blobs,File shares,,,A,Page blobs back Azure managed disks / VHDs.,,storage;page-blobs
Set17,Set17-Q018,Azure architecture & services,Storage security,medium,single,Block public access to blob containers across the account using:,‘Allow public access’ = Disabled,NSG on subnet,Front Door,Bastion,,,A,"At the account level, disable public blob access.",,storage;public-access
Set17,Set17-Q019,Azure architecture & services,Databases,easy,single,Which PaaS option provides serverless compute that pauses when idle?,Azure SQL Database serverless,Azure SQL Managed Instance,Cosmos DB fixed RU,PostgreSQL Flex only,,,A,SQL serverless autosuspends and resumes; billed per second.,,database;sql-serverless
Set17,Set17-Q020,Azure architecture & services,Databases,hard,single,Cosmos DB offers which partitioning concept for scale?,Logical partitions by partition key,Auto-sharding in SQL MI,Filegroups,Availability sets,,,A,Cosmos uses partition key to distribute data and scale.,,database;cosmos;partitioning
Set17,Set17-Q021,Azure architecture & services,Networking,medium,single,Publish PaaS privately inside a VNet:,Private Endpoint,Public IP,User-defined route,Service Endpoint only,,,A,Private Endpoints map services to private IPs.,,network;private-endpoint
Set17,Set17-Q022,Azure architecture & services,Networking,easy,single,Simplest way to connect two VNets in different regions privately:,VNet peering (global),NAT Gateway,Traffic Manager,Front Door,,,A,Global VNet peering connects VNets across regions.,,network;peering
Set17,Set17-Q023,Azure architecture & services,Networking,easy,single,Provide outbound internet SNAT for subnets at scale:,NAT Gateway,NSG,UDR only,Bastion,,,A,NAT Gateway provides scalable outbound connectivity.,,network;nat-gateway
Set17,Set17-Q024,Azure architecture & services,Networking,medium,single,Route users to the closest healthy endpoint via DNS methods:,Traffic Manager,Application Gateway,Front Door,Standard Load Balancer,,,A,Traffic Manager provides DNS-based global routing.,,global;traffic-manager
Set17,Set17-Q025,Azure architecture & services,Edge/web,easy,single,Terminate TLS and cache static content at edge globally:,Front Door,Application Gateway,Traffic Manager,NAT Gateway,,,A,Front Door accelerates and secures HTTP(S) at edge POPs.,,global;front-door
Set17,Set17-Q026,Azure architecture & services,Monitoring,easy,single,"Create custom, shareable dashboards over metrics + logs:",Azure Monitor Workbooks,Bastion,NSG,DDoS,,,A,Workbooks visualize queries and metrics.,,monitoring;workbooks
Set17,Set17-Q027,Azure management & governance,Identity & access,medium,single,Map users to permissions with built-in roles to follow least privilege:,Azure RBAC,Azure Policy,Tags,Activity Log,,,A,RBAC assigns roles to identities on scopes.,,rbac
Set17,Set17-Q028,Azure management & governance,Identity & access,easy,single,Evaluate sign-in risk and enforce MFA automatically:,Conditional Access,NSG rule,Front Door,Advisor,,,A,Conditional Access uses signals to require MFA or block.,,identity;conditional-access
Set17,Set17-Q029,Azure management & governance,Governance & compliance,easy,single,Bundle several policies for a single assignment:,Policy Initiative,Management Group only,Tag policy,Resource lock,,,A,Initiatives group multiple policy definitions.,,policy;initiative
Set17,Set17-Q030,Azure management & governance,Governance & compliance,hard,single,Apply policy/role settings to many subscriptions via hierarchy:,Management Groups,Resource Groups,Private DNS,NAT Gateway,,,A,MGs enable policy/RBAC inheritance.,,governance;mg
Set17,Set17-Q031,Azure management & governance,Cost management,easy,single,Identify idle/overprovisioned resources to save cost:,Azure Advisor,Service Health,Activity Log,Front Door,,,A,Advisor recommends rightsizing and shutdown of idle resources.,,cost;advisor
Set17,Set17-Q032,Azure management & governance,Cost management,easy,single,Track daily spend and forecast vs budget in portal:,Cost Management (Cost analysis + Budgets),Pricing Calculator,App Service,Bastion,,,A,Cost Analysis + Budgets track/alert on spend.,,cost;analysis
Set17,Set17-Q033,Azure management & governance,Security,medium,single,Centralize secrets with RBAC and automatic rotation:,Key Vault,Blob public containers,NSG rule,Tag value only,,,A,Key Vault secures secrets/keys/certs.,,security;key-vault
Set17,Set17-Q034,Azure management & governance,Security,easy,single,Increase security posture across services with recommendations and hardening:,Microsoft Defender for Cloud,DDoS Basic,Traffic Manager,App Service slots,,,A,Defender for Cloud improves secure score and gives hardening steps.,,security;defender
Set17,Set17-Q035,Azure management & governance,Resource protection,easy,single,Protect all production resources from accidental changes:,ReadOnly locks at RGs,Public IPs on VMs,Open management ports,Disable backups,,,A,ReadOnly or Delete locks prevent change/deletion.,,locks
Set17,Set17-Q036,Azure management & governance,Resource organization,medium,single,Create consistent subscriptions with guardrails as code:,Landing zones + IaC,Manual setup each time,One huge RG,Only tags,,,A,Landing zones encode policy/RBAC/structure.,,governance;landing-zones
Set17,Set17-Q037,Azure management & governance,Monitoring & audit,easy,single,Investigate who deleted a resource yesterday:,Activity Log,Metric alert history,Front Door logs,Advisor,,,A,Activity Log records control-plane operations like delete.,,monitoring;activity-log
Set17,Set17-Q038,Azure management & governance,Compliance,easy,single,Classify and map sensitive data assets enterprise-wide:,Microsoft Purview,Azure Monitor,Azure Files,Event Hubs,,,A,Purview catalogs and governs data estate.,,compliance;purview
Set17,Set17-Q039,Azure management & governance,Identity & access,medium,single,Grant a vendor read-only access to one subscription:,Assign Reader at subscription scope,Make them Owner tenant-wide,Tag the subscription,Create NAT gateway,,,A,Use least privilege RBAC at the right scope.,,rbac;scope
Set17,Set17-Q040,Azure management & governance,Governance,hard,single,Require specific tags on all resources and deny if missing:,Azure Policy (deny effect),Only budgets,Only Advisor,NSG rule,,,A,Policies can enforce tags at deployment time.,,policy;deny
Set18,Set18-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which capability reduces time-to-market by using managed services?,Agility,Elasticity,Geo-replication,Overprovisioning,,,A,Agility helps teams iterate quickly using cloud platforms.,,benefits;agility
Set18,Set18-Q002,Cloud concepts,Shared responsibility,easy,multi,"In SaaS email service, which TWO are yours? (choose two)",Identity configuration,Data governance,Patching the OS,Datacenter power,,,A;B,SaaS provider runs the app/OS; you manage identities and data.,,security;responsibility;saas
Set18,Set18-Q003,Cloud concepts,Cloud types,medium,single,Keep sensitive data on-prem while using Azure PaaS for front-end:,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid allows split between on-prem and Azure.,,cloud;hybrid
Set18,Set18-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool compares on-prem vs Azure cost over years including energy/space?,TCO Calculator,Pricing Calculator,Budget alerts,Service Health,,,A,TCO Calculator estimates total cost of ownership changes.,,pricing;tco
Set18,Set18-Q005,Cloud concepts,Reliability & resiliency,easy,single,Design for regional failure with minimal downtime by using:,Multi-region deployments,Only tags,Only NSGs,Only budgets,,,A,Deploy to multiple regions and use traffic manager/front door for failover.,,resiliency;multi-region
Set18,Set18-Q006,Cloud concepts,Scalability,medium,single,Autoscale rules typically respond to which signals?,Metrics like CPU/queue length,Random schedule only,Manual approvals only,Support tickets,,,A,Autoscale in many services uses metrics to scale.,,scaling;autoscale
Set18,Set18-Q007,Cloud concepts,SLA,easy,single,What happens to an end-to-end SLA when you add more dependent services?,It generally decreases,It increases,It becomes 100%,No change,,,A,Composite SLAs multiply; more components reduce overall SLA.,,sla;composite
Set18,Set18-Q008,Cloud concepts,Security baseline,easy,single,Which is a best practice for internet entry to apps?,Use Front Door/App Gateway with WAF,Open ports directly to VMs,Disable TLS,Use shared admin accounts,,,A,Managed L7 entry + WAF improves security and resilience.,,security;waf
Set18,Set18-Q009,Cloud concepts,Economics,medium,single,Which storage approach reduces cost for long-term data with rare access?,Archive tier with rehydration,Premium SSD always,Hot tier only,RAM disk,,,A,Archive tier is cheapest but requires rehydration time.,,cost;storage
Set18,Set18-Q010,Cloud concepts,Identity,hard,single,What’s the benefit of SSO with Microsoft Entra ID?,One identity to access many apps,Removes need for RBAC,Replaces firewalls,Eliminates MFA,,,A,SSO simplifies access; combine with RBAC and MFA for security.,,identity;sso
Set18,Set18-Q011,Cloud concepts,Governance,easy,single,Which helps apply guardrails early in landing a new workload?,Landing zones,Random per-resource setup,No policy,Ad-hoc tags only,,,A,Landing zones codify policies/RBAC/structure at the start.,,governance;landing-zones
Set18,Set18-Q012,Azure architecture & services,Compute options,medium,single,Choose the best for bursty background jobs processing queues:,Functions + Queue trigger,AKS,VM Scale Sets only,Bastion,,,A,Functions scale on-demand based on queue length.,,compute;functions
Set18,Set18-Q013,Azure architecture & services,Compute options,easy,single,Containerize and orchestrate microservices with service mesh features:,AKS,ACI,App Service,Functions,,,A,AKS supports advanced K8s features and service meshes.,,containers;aks
Set18,Set18-Q014,Azure architecture & services,Containers,easy,single,Best choice to store private container images:,Azure Container Registry,Docker Hub only,File share,VM disk,,,A,ACR is a private registry in Azure.,,containers;acr
Set18,Set18-Q015,Azure architecture & services,Web hosting,medium,single,Sticky staging-to-production swaps are enabled by:,App Service deployment slots,Traffic Manager,NSG flows,DDoS Standard,,,A,Slots allow blue-green with sticky settings.,,app-service;slots
Set18,Set18-Q016,Azure architecture & services,Storage,easy,single,Choose storage for big data analytics requiring POSIX-like ACLs:,ADLS Gen2,Queue Storage,Azure Files NFS only,Premium Disks,,,A,ADLS Gen2 provides HNS + ACLs for analytics.,,storage;adls
Set18,Set18-Q017,Azure architecture & services,Storage,easy,single,Which blob type suits random read/write of VHDs?,Page blobs,Block blobs,Append blobs,File shares,,,A,Page blobs back Azure managed disks / VHDs.,,storage;page-blobs
Set18,Set18-Q018,Azure architecture & services,Storage security,medium,single,Block public access to blob containers across the account using:,‘Allow public access’ = Disabled,NSG on subnet,Front Door,Bastion,,,A,"At the account level, disable public blob access.",,storage;public-access
Set18,Set18-Q019,Azure architecture & services,Databases,easy,single,Which PaaS option provides serverless compute that pauses when idle?,Azure SQL Database serverless,Azure SQL Managed Instance,Cosmos DB fixed RU,PostgreSQL Flex only,,,A,SQL serverless autosuspends and resumes; billed per second.,,database;sql-serverless
Set18,Set18-Q020,Azure architecture & services,Databases,hard,single,Cosmos DB offers which partitioning concept for scale?,Logical partitions by partition key,Auto-sharding in SQL MI,Filegroups,Availability sets,,,A,Cosmos uses partition key to distribute data and scale.,,database;cosmos;partitioning
Set18,Set18-Q021,Azure architecture & services,Networking,medium,single,Publish PaaS privately inside a VNet:,Private Endpoint,Public IP,User-defined route,Service Endpoint only,,,A,Private Endpoints map services to private IPs.,,network;private-endpoint
Set18,Set18-Q022,Azure architecture & services,Networking,easy,single,Simplest way to connect two VNets in different regions privately:,VNet peering (global),NAT Gateway,Traffic Manager,Front Door,,,A,Global VNet peering connects VNets across regions.,,network;peering
Set18,Set18-Q023,Azure architecture & services,Networking,easy,single,Provide outbound internet SNAT for subnets at scale:,NAT Gateway,NSG,UDR only,Bastion,,,A,NAT Gateway provides scalable outbound connectivity.,,network;nat-gateway
Set18,Set18-Q024,Azure architecture & services,Networking,medium,single,Route users to the closest healthy endpoint via DNS methods:,Traffic Manager,Application Gateway,Front Door,Standard Load Balancer,,,A,Traffic Manager provides DNS-based global routing.,,global;traffic-manager
Set18,Set18-Q025,Azure architecture & services,Edge/web,easy,single,Terminate TLS and cache static content at edge globally:,Front Door,Application Gateway,Traffic Manager,NAT Gateway,,,A,Front Door accelerates and secures HTTP(S) at edge POPs.,,global;front-door
Set18,Set18-Q026,Azure architecture & services,Monitoring,easy,single,"Create custom, shareable dashboards over metrics + logs:",Azure Monitor Workbooks,Bastion,NSG,DDoS,,,A,Workbooks visualize queries and metrics.,,monitoring;workbooks
Set18,Set18-Q027,Azure management & governance,Identity & access,medium,single,Map users to permissions with built-in roles to follow least privilege:,Azure RBAC,Azure Policy,Tags,Activity Log,,,A,RBAC assigns roles to identities on scopes.,,rbac
Set18,Set18-Q028,Azure management & governance,Identity & access,easy,single,Evaluate sign-in risk and enforce MFA automatically:,Conditional Access,NSG rule,Front Door,Advisor,,,A,Conditional Access uses signals to require MFA or block.,,identity;conditional-access
Set18,Set18-Q029,Azure management & governance,Governance & compliance,easy,single,Bundle several policies for a single assignment:,Policy Initiative,Management Group only,Tag policy,Resource lock,,,A,Initiatives group multiple policy definitions.,,policy;initiative
Set18,Set18-Q030,Azure management & governance,Governance & compliance,hard,single,Apply policy/role settings to many subscriptions via hierarchy:,Management Groups,Resource Groups,Private DNS,NAT Gateway,,,A,MGs enable policy/RBAC inheritance.,,governance;mg
Set18,Set18-Q031,Azure management & governance,Cost management,easy,single,Identify idle/overprovisioned resources to save cost:,Azure Advisor,Service Health,Activity Log,Front Door,,,A,Advisor recommends rightsizing and shutdown of idle resources.,,cost;advisor
Set18,Set18-Q032,Azure management & governance,Cost management,easy,single,Track daily spend and forecast vs budget in portal:,Cost Management (Cost analysis + Budgets),Pricing Calculator,App Service,Bastion,,,A,Cost Analysis + Budgets track/alert on spend.,,cost;analysis
Set18,Set18-Q033,Azure management & governance,Security,medium,single,Centralize secrets with RBAC and automatic rotation:,Key Vault,Blob public containers,NSG rule,Tag value only,,,A,Key Vault secures secrets/keys/certs.,,security;key-vault
Set18,Set18-Q034,Azure management & governance,Security,easy,single,Increase security posture across services with recommendations and hardening:,Microsoft Defender for Cloud,DDoS Basic,Traffic Manager,App Service slots,,,A,Defender for Cloud improves secure score and gives hardening steps.,,security;defender
Set18,Set18-Q035,Azure management & governance,Resource protection,easy,single,Protect all production resources from accidental changes:,ReadOnly locks at RGs,Public IPs on VMs,Open management ports,Disable backups,,,A,ReadOnly or Delete locks prevent change/deletion.,,locks
Set18,Set18-Q036,Azure management & governance,Resource organization,medium,single,Create consistent subscriptions with guardrails as code:,Landing zones + IaC,Manual setup each time,One huge RG,Only tags,,,A,Landing zones encode policy/RBAC/structure.,,governance;landing-zones
Set18,Set18-Q037,Azure management & governance,Monitoring & audit,easy,single,Investigate who deleted a resource yesterday:,Activity Log,Metric alert history,Front Door logs,Advisor,,,A,Activity Log records control-plane operations like delete.,,monitoring;activity-log
Set18,Set18-Q038,Azure management & governance,Compliance,easy,single,Classify and map sensitive data assets enterprise-wide:,Microsoft Purview,Azure Monitor,Azure Files,Event Hubs,,,A,Purview catalogs and governs data estate.,,compliance;purview
Set18,Set18-Q039,Azure management & governance,Identity & access,medium,single,Grant a vendor read-only access to one subscription:,Assign Reader at subscription scope,Make them Owner tenant-wide,Tag the subscription,Create NAT gateway,,,A,Use least privilege RBAC at the right scope.,,rbac;scope
Set18,Set18-Q040,Azure management & governance,Governance,hard,single,Require specific tags on all resources and deny if missing:,Azure Policy (deny effect),Only budgets,Only Advisor,NSG rule,,,A,Policies can enforce tags at deployment time.,,policy;deny
Set19,Set19-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which capability reduces time-to-market by using managed services?,Agility,Elasticity,Geo-replication,Overprovisioning,,,A,Agility helps teams iterate quickly using cloud platforms.,,benefits;agility
Set19,Set19-Q002,Cloud concepts,Shared responsibility,easy,multi,"In SaaS email service, which TWO are yours? (choose two)",Identity configuration,Data governance,Patching the OS,Datacenter power,,,A;B,SaaS provider runs the app/OS; you manage identities and data.,,security;responsibility;saas
Set19,Set19-Q003,Cloud concepts,Cloud types,medium,single,Keep sensitive data on-prem while using Azure PaaS for front-end:,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid allows split between on-prem and Azure.,,cloud;hybrid
Set19,Set19-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool compares on-prem vs Azure cost over years including energy/space?,TCO Calculator,Pricing Calculator,Budget alerts,Service Health,,,A,TCO Calculator estimates total cost of ownership changes.,,pricing;tco
Set19,Set19-Q005,Cloud concepts,Reliability & resiliency,easy,single,Design for regional failure with minimal downtime by using:,Multi-region deployments,Only tags,Only NSGs,Only budgets,,,A,Deploy to multiple regions and use traffic manager/front door for failover.,,resiliency;multi-region
Set19,Set19-Q006,Cloud concepts,Scalability,medium,single,Autoscale rules typically respond to which signals?,Metrics like CPU/queue length,Random schedule only,Manual approvals only,Support tickets,,,A,Autoscale in many services uses metrics to scale.,,scaling;autoscale
Set19,Set19-Q007,Cloud concepts,SLA,easy,single,What happens to an end-to-end SLA when you add more dependent services?,It generally decreases,It increases,It becomes 100%,No change,,,A,Composite SLAs multiply; more components reduce overall SLA.,,sla;composite
Set19,Set19-Q008,Cloud concepts,Security baseline,easy,single,Which is a best practice for internet entry to apps?,Use Front Door/App Gateway with WAF,Open ports directly to VMs,Disable TLS,Use shared admin accounts,,,A,Managed L7 entry + WAF improves security and resilience.,,security;waf
Set19,Set19-Q009,Cloud concepts,Economics,medium,single,Which storage approach reduces cost for long-term data with rare access?,Archive tier with rehydration,Premium SSD always,Hot tier only,RAM disk,,,A,Archive tier is cheapest but requires rehydration time.,,cost;storage
Set19,Set19-Q010,Cloud concepts,Identity,hard,single,What’s the benefit of SSO with Microsoft Entra ID?,One identity to access many apps,Removes need for RBAC,Replaces firewalls,Eliminates MFA,,,A,SSO simplifies access; combine with RBAC and MFA for security.,,identity;sso
Set19,Set19-Q011,Cloud concepts,Governance,easy,single,Which helps apply guardrails early in landing a new workload?,Landing zones,Random per-resource setup,No policy,Ad-hoc tags only,,,A,Landing zones codify policies/RBAC/structure at the start.,,governance;landing-zones
Set19,Set19-Q012,Azure architecture & services,Compute options,medium,single,Choose the best for bursty background jobs processing queues:,Functions + Queue trigger,AKS,VM Scale Sets only,Bastion,,,A,Functions scale on-demand based on queue length.,,compute;functions
Set19,Set19-Q013,Azure architecture & services,Compute options,easy,single,Containerize and orchestrate microservices with service mesh features:,AKS,ACI,App Service,Functions,,,A,AKS supports advanced K8s features and service meshes.,,containers;aks
Set19,Set19-Q014,Azure architecture & services,Containers,easy,single,Best choice to store private container images:,Azure Container Registry,Docker Hub only,File share,VM disk,,,A,ACR is a private registry in Azure.,,containers;acr
